id	text	aspect	polarity
533	tried the pad see ew on the recommendation of the last reviewer since it is one of my favorite dishes	food	0
534	unbelievable	anecdotes miscellaneous	1
535	when we left at pm it was packed and noisy	ambience	-1
536	i am still mad that i had to pay for lousy food	food	-1
537	joya used to be a cool spot with decent food and a colorful if not relaxed atmosphere	ambience	1
538	the quail was fantastic and unique and the pastas were full of flavor	food	1
539	the lava cake dessert was incredible and i recommend it	food	1
540	and that is saying a lot	anecdotes miscellaneous	0
541	do yourself a favor and walk the extra avenue from joe to eat here	anecdotes miscellaneous	1
542	oh but wait we were out of drinks which were also delightfully overpriced	food	-1
543	after complaining about the chicken dish the manager came over to tell us that no one had ever complained before and that we just didn t know what the dish was supposed to taste like	service	-1
544	the pizza here is delicious	food	1
545	too bad the food was not of the same heritage	food	-1
546	unless you are eating in the pizzeria side of this place and are not in a rush this place is a bad idea	anecdotes miscellaneous	-1
547	i highly recommend visiting this restaurant and having dinner and drinks	anecdotes miscellaneous	1
548	trust me it will be great and all of it will be devoured in no time	food	1
549	with the theater blocks away we had a delicious meal in a beautiful room	food	1
550	go hungry and enjoy	anecdotes miscellaneous	1
551	first it took us a long time to find the place	anecdotes miscellaneous	-1
552	so the menu is written in chalk above your head and it all sounds delicious	food	1
553	the prices were cheap compared to the quality of service and food	food	1
554	we were a group of and well seved	anecdotes miscellaneous	0
555	when my husband and go there we spend have lobster tails ummmmm need i say more i can not say any more it a place you ll never forget if you never go you ll miss a meal of your life time	food	1
556	very different than regular dimsum places	anecdotes miscellaneous	0
557	this was not the expected menu comprised only of pad thai and tom yum soup but i thought that was what made the place so special	food	1
558	thanks bloom for a lovely trip	anecdotes miscellaneous	1
559	not only would i not recommend jimmy restaurants to friends i would strongly suggest they go anywhere but	anecdotes miscellaneous	-1
560	still stay away the table next to us walked out after my table and aanother were serves eventhough they were there much longer	service	-1
561	drawbacks service is slow and they do not toast	service	-1
562	even my indian friend could not believe how good and tasty everything was	food	1
563	i guess the way my friends and i described it was the french colonies	anecdotes miscellaneous	0
564	overall the ingredients and technique are there and i am encouraged enough to return at lunch or dinner to see whether the boldness of the flavour palette improves	food	1
565	he can not help they are bought up so fast	anecdotes miscellaneous	0
566	okay i do not mind the oily part cause most are cooked that way but it was way too bland	food	-1
567	have always found that the waiters will go out of their way to be helpful despite the fact they are often busy with lots of diners	service	1
568	knowledge of the chef and the waitress are below average	service	-1
569	super friendly and knowledgable staff fabulous bistro fare and a wonderful jazz brunch with great live jazz the chilaquiles were awesome	ambience	1
570	one thing i liked about this place is that i never felt rushed or pressured to give up my table ot incoming guests	service	1
571	want to impress	anecdotes miscellaneous	0
572	i live in the neightborhood and am a regular	anecdotes miscellaneous	1
573	our waiter was fine the place looks nice in that not trying too hard way but at those prices a little more should be expected of your food	ambience	1
574	its worth the wait though	anecdotes miscellaneous	1
575	do not be fooled by crowds of people	anecdotes miscellaneous	-1
576	the most fun restaurant i have ever been too	anecdotes miscellaneous	1
577	the pizza is delicious they use fresh mozzarella instead of the cheap frozen shredded cheese common to most pizzaria	food	1
578	wondering who had the best deals we noticed a line had formed to wait for this one particular establishment	anecdotes miscellaneous	0
579	if your into thai you can not miss this great restaurant	anecdotes miscellaneous	1
580	i came into the city to try out this restaurant because a friend had recommended it to my husband	anecdotes miscellaneous	0
581	the fried rice is amazing here	food	1
582	for the people who want great food plus great service roxy is a place to avoid	food	-1
583	nice place though	anecdotes miscellaneous	1
584	had appetizer entrees and cokes and the bill was not including tip	food	0
585	the restaurant was packed at first so we waited at the bar for about minutes before we were seated	anecdotes miscellaneous	0
586	all of it was simply amazing unique and tasty and best of all it didn t break the bank	price	1
587	love the jazz bands on fri and sat	ambience	1
588	wonderful	anecdotes miscellaneous	1
589	we left after one drink	anecdotes miscellaneous	0
590	first off the waitress was completely unattentive the times we saw her odd in a restaurant with tables and got our order wrong	service	-1
591	the entire dining experience was wonderful	anecdotes miscellaneous	1
592	the cafe itself was really nice with comfortable outdoor chairs and tables but the service could have been better	ambience	1
593	my girlfriend and i stumbled onto this hopping place the other night and had a great time	anecdotes miscellaneous	1
594	but their best dish is thh thai spiced curry noodles with shrimp a dish that would cost is most places but it is here	price	1
595	the food was pretty tradional but it was hot and good with large portions	food	1
596	kalbi and nebbiolo do work together	food	0
597	threw my fiance surprise th birthday dinner here could not be happier	anecdotes miscellaneous	1
598	here you get the zen feel without feeling rigid	ambience	1
599	we happened upon this place purely by accident and were pleased with the results	anecdotes miscellaneous	1
600	food was delivered by a busboy not waiter we got no cheese offered for the pasta our water and wine glasses remained empty our entire meal when we would have easily spent another on wine	service	-1
601	when asked about how a certain dish was prepared in comparison to a similar at other thai restaurants he replied this is not mcdonald every place makes things differently while it is understandable that every place is indeed different there was not a need to be uncourteous to customers and downright rude	service	-1
602	i have never had anything like it	anecdotes miscellaneous	1
603	best taiwanese food in ny	food	1
604	buon appetito	anecdotes miscellaneous	1
605	i am so coming back here again as much as i can	anecdotes miscellaneous	1
606	service is highly refined our seating was delayed minutes past our reservation and the maitre d apologized and regularly kept us apprised of progress	service	1
607	go girls	anecdotes miscellaneous	1
608	once you become a regular you are treated as one	service	1
609	but on a lazy saturday night we ended up going	anecdotes miscellaneous	0
610	i have lived in japan for years and the taste of the food and the feel of the restaurant is like being back in japan	ambience	1
611	the food was very good a great deal and the place its self was great	ambience	1
612	stick with the chicken beef and lamb dishes	food	1
613	our son loves pizza and we have a certified neapolitan pizzaria in our home city seattle we liked this nearly as much and the differences were more about personal preference than any reflection on either restaurant	anecdotes miscellaneous	1
614	though the spider roll may look like a challenge to eat with soft shell crab hanging out of the roll it is well worth the price you pay for them	food	1
615	i loved everythig about it especially the shows and actors	anecdotes miscellaneous	1
616	always ask the bartender for the seasonal beer	food	1
617	the sushi has been from average to below average the wait service has always been sub par the atmosphere goes from nice to really irritating if you sit in the area beyond the kitchen the acousitcs are horrid everything echoes is extremely loud	food	-1
618	that said i thought scalini fedeli was one of the best dining experiences i have ever had	anecdotes miscellaneous	1
619	for out of towners who will get a big thrill out of the location	anecdotes miscellaneous	1
620	kosher dills are the perfect compliment for your unforgetable sandwich and they give you plenty of them	food	1
621	from the terrible service to the bland food not to mention the unaccommodating managers the overall experience was horrible	service	-1
622	they are often crowded on the weekends but they are efficient and accurate with their service	service	1
623	i love the fact that the pizza tastes so good and is so cheap	price	1
624	yeah it is that good	anecdotes miscellaneous	1
625	this was the worst dining experience i have ever had	anecdotes miscellaneous	-1
626	the food is above average for midtown and sligtly better than some of the other heartland breweries in the city	food	1
627	i have been frequenting the tasting room since it first arrived in the east village and i have never been disappointed	anecdotes miscellaneous	1
628	decent thai food in cute though a bit dank little nolita hangout but service terrible	service	-1
629	its location is good and the fact that hutner college is near and their prices are very reasonable makes students go back to suan again and again	price	1
630	i just do not understand what the fuss is all about	anecdotes miscellaneous	-1
631	we have tried every thai restaurant between atlantic avenue and th streets and joya is the best	anecdotes miscellaneous	1
632	i have been about times and have always had a great meal	food	1
633	big thumbs up	anecdotes miscellaneous	1
634	if you want americanized chinese food with your usual watery generic white sauce this is your place	anecdotes miscellaneous	-1
635	despite the fact that the space is large they ve overcrowded the floor with tables	ambience	-1
636	pizza and garlic knots are great as well i order from them quite often and the delivery is always super quick	service	1
637	the worst excuse for japanese food i have ever encountered	anecdotes miscellaneous	-1
638	they even have a section in the menu called american chinese food	food	-1
639	from the entrees to the sides to the drinks everything was creatively prepared yet still simple	food	1
640	this place is a great stop for great food	food	1
641	the decor is dark cool and soothing while the food presentation is spectacular considering the low prices	food	1
642	i agree	anecdotes miscellaneous	0
643	this place has the best chinese style bbq ribs in the city	food	1
644	they need a kick out of it but until then the sushi is pretty good and the place is consistent	ambience	1
645	go inside and you will not want to leave	anecdotes miscellaneous	1
646	i just read mocaramel review and felt compelled to respond	anecdotes miscellaneous	0
647	to give you an idea of how good we thought it was we ended up going to ping three weekends in a row	anecdotes miscellaneous	1
648	at night but it is hard to hear your own conversation with everyone else competing for that same luxury the music playing in the background is also voluminous	ambience	-1
649	food is excellent	food	1
650	great for groups great for a date great for early brunch or a nightcap	ambience	1
651	my wife and i went to orsay for valentine dinner	anecdotes miscellaneous	0
652	this is my first time writing a review for a restaurant because the food and service was excellent	food	1
653	great friendly service fast seating fast delivery excellent sushi	food	1
654	they also do a great job for restaurant week	anecdotes miscellaneous	1
655	overall excellent restaurant	anecdotes miscellaneous	1
656	the wait staff is friendly and the food has gotten better and better	food	1
657	this thai restaurant is a couple blocks away from sripraphai another delicious thai restaurant	anecdotes miscellaneous	0
658	the food is great	food	1
659	sushi was not anything spectacular for the price	food	0
660	your friends will thank you for introducing them to this gem	anecdotes miscellaneous	1
661	it is true this place is not cheap	price	-1
662	la rosa waltzes in and i think they are doing it the best	anecdotes miscellaneous	1
663	we just ate at kai and were disapointed	anecdotes miscellaneous	-1
664	i have been urged by friends for months to check out the mermaid inn	anecdotes miscellaneous	0
665	we would return to this place again	anecdotes miscellaneous	1
666	we had a wonderful meal at naples a month ago on a visit to nyc	food	1
667	a few tips skip the turnip cake roast pork buns and egg custards	food	-1
668	i have been to roth twice and both times were very disappointing	anecdotes miscellaneous	-1
669	and it all comes at a very reasonable price congee noodles and rice dishes are no more than each	price	1
670	the food is usually good but it certainly is not a relaxing place to go	ambience	-1
671	the ambience is authentic and relaxing and we have always received attentive and prompt service	ambience	1
672	i came to this restaurant expecting to be surprised but left bored and overcharged	anecdotes miscellaneous	-1
673	tuk tuk is my second favorite neighborhood thai place the first being joya	anecdotes miscellaneous	1
674	also make sure you pay attention to the music being piped in quite a weird selection	ambience	0
675	in terms of the food itself nothing special we limited ourselves to several appetizers	food	0
676	if i could rate the people this place would be off the charts unfortunately the pizza sorry not the best in nyc	food	-1
677	service was excellent and the ac worked very well too thank god it was hot	service	1
678	the drinks are a saving grace but service staff please get over yourselves	food	1
679	we spent definetly will come back with my friends	anecdotes miscellaneous	1
680	the drinks are always welll made and wine selection is fairly priced	food	1
681	but when we looked at the menu there were not a lot of choices most of them were dumplings in the appetizer section	food	-1
682	i d highly recommend it for a special occasion it provides and intimate setting and nice service	ambience	1
683	the service is excellent the decor is great and the food is delicious and comes in large portions	service	1
684	very good value	anecdotes miscellaneous	1
685	food awesome	food	1
686	i love the pics of andy warhol when he used to frequent the place he painted the ballato sign in the window	ambience	1
687	what a great place	anecdotes miscellaneous	1
688	i went there with my friend last saturday	anecdotes miscellaneous	0
689	i have never had cheescake like this	food	1
690	if you are in the area try the bagel shoppe on th street which is blocks away on nd ave	anecdotes miscellaneous	1
691	but i wouldn t wan na live there	anecdotes miscellaneous	0
692	why do people rave about the ambience	ambience	-1
693	when we were finally seated our waitress came by twice for our order and for our check	anecdotes miscellaneous	-1
694	the portions are large and the servers always surprise us with a different starter	service	1
695	you can not go wrong here	anecdotes miscellaneous	1
696	by the time we were done it was past am	anecdotes miscellaneous	0
697	this place is so much fun	anecdotes miscellaneous	1
698	spice is great thai food love the inexpensive appetizers	price	1
699	normally that would be improper however they were all delicious and my host did not complain	food	1
700	satisfying	anecdotes miscellaneous	1
701	why make a reservation if you aren t going to keep it	service	-1
702	it may be a bit packed on weekends but the vibe is good and it is the best french food you will find in the area	food	1
703	from the complimentary chef app of a delicate butternut squash ravioli in a delicious truffle sauce to an amazing buttery and tender langostine entree to a dessert that i can not remember because of the fabulous cakebread cabernet we were drinking the whole evening was amazing	food	1
704	they might be all business at the counter when you give your order but their food says i love you	service	-1
705	i love when restaurants think using fancy expensive ingrediants makes the food fine cuisine even with no idea how to use them	food	-1
706	none of that yucky whipped stuff	food	1
707	baluchi has solid food and a nice decor at reasonable prices	food	1
708	looking around i saw a room full of new yorkers enjoying a real meal in a real restaurant not a clubhouse of the fabulous trying to be seen	food	1
709	this is one of our all time favorite	anecdotes miscellaneous	1
710	sandwiches tho pricey are over stuffed can serve persons easily thus cost effective	price	1
711	however for what we spent overall it just was not up to par	price	-1
712	i think that it is absolutely brilliant and well runned business operation	anecdotes miscellaneous	1
713	the duck confit is always amazing and the foie gras terrine with figs was out of this world	food	1
714	the atmosphere is unheralded the service impecible and the food magnificant	food	1
715	and they provided a delicious dessert on the house	price	1
716	we ran a little late for the reservation but it was not a problem to get our table immediately	anecdotes miscellaneous	0
717	and the prices were way to high for what you get	price	-1
718	the pizza was really good	food	1
719	it can not be the ambience because the place is very cramped and some guests have to sit in an aisle	ambience	-1
720	if you want americanized chinese food with your usual watery generic white sauce this is your place	food	-1
721	he offers subpar service and has no personality	service	-1
722	i come from a family of pizzeria owners and i am almost ashamed to say that the pizza in fornino blows my families receipies away	food	1
723	i noted it was crossed off on the bill	anecdotes miscellaneous	0
724	the well mannered pleasant staff that tony has in his employ	service	1
725	waitstaff are very friendly	service	1
726	i have been there many times and food is good and consistent	food	1
727	people dress in suits or evening gowns as well as shirts jeans	ambience	0
728	nothing special about this place	anecdotes miscellaneous	0
729	they need a kick out of it but until then the sushi is pretty good and the place is consistent	food	1
730	order the panang duck it is fantastic	food	1
731	i have to say i have never had a disapointing meal here	food	1
732	i visit new green bo when i have money or when i am broke	price	0
733	besides having the table we had been promised given to other restaurant patrons twice before we were actually seated we were served dishes we hadn t ordered three times received one of our orders minutes after the rest of the table had been served and that order was undercooked and charged more than we should have been on our bill	service	-1
734	service was very good and warm	service	1
735	overall the ingredients and technique are there and i am encouraged enough to return at lunch or dinner to see whether the boldness of the flavour palette improves	anecdotes miscellaneous	1
736	they did not have mayonnaise forgot our toast left out ingredients ie cheese in an omelet below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it	food	-1
737	baluchi has solid food and a nice decor at reasonable prices	ambience	1
738	it is a place for people who pay a lot for mediocre food noise and a chance to be with their fellow bridge and tunnel folks	ambience	-1
739	the food is great and they have a good selecion of wines at reasonable prices	price	1
740	this place is worth going even if only for their beer	food	1
741	bottles of wine are cheap and good	food	1
742	i would highly recommend nina to anyone who wants to have a romantic dinner in a heart warming surrounding filled with candles and family pictures	anecdotes miscellaneous	1
743	their wines by the glass are a great accompaniment and you can eat like a king with wine for under	price	1
744	interior was so so	ambience	-1
745	i have been going there since it opened and i can not get enough	anecdotes miscellaneous	1
746	not enough wines by the glass either	food	-1
747	i had a grat time at jekyll and hyde	anecdotes miscellaneous	1
748	if you like sakagura but you feel it is too much you d better try yokocho	anecdotes miscellaneous	0
749	the food was actually aweful	food	-1
750	overall the restaurant is more expensive than our other sushi favorites but everything was delicious	price	-1
751	the atmosphere is not the greatest but i suppose that is how they keep the prices down	ambience	0
752	i would highly recommend this place	anecdotes miscellaneous	1
753	highly recommend this as great value for excellent sushi and service	service	1
754	try the cheesecake	food	1
755	also very inexpensive	price	1
756	on the other hand if you are not fooled easily you will find hundreds of restaurants that will give you service and ambiance that is on par with alain ducasse and food that will outshine in presentaion taste choice quality and quantity	food	-1
757	consequently their burgers fell apart in their hands and made such a mess that they did nt feel like finishing them	anecdotes miscellaneous	-1
758	people are always friendly	service	1
759	the waiters are sweet the food is tasty and the bill is never too large	price	1
760	food and service was okay	food	0
761	rao is a good restaurant but it is nothing special	anecdotes miscellaneous	0
762	what an amazing meal and experience	anecdotes miscellaneous	1
763	a cool bar with great food and tons of excellent beer	ambience	1
764	the appetizers are just ok and the main courses were decidedly subpar	food	-1
765	another plus is most of the entrees are approx	anecdotes miscellaneous	1
766	i was in love with pongsri on th but compared to suan it is slow in service and overpriced	price	-1
767	yet paired with such rude service would never recommend for anyone interested in carrying any kind of conversation while there	service	-1
768	i am amazed by the poor reviews i find this place to be standout italian in an area flooded with italian great prices great atmosphere good service and a wonderful wine list	service	1
769	however if you want great food at a great price and do not mind the decor you can not beat this place	food	1
770	good music great food speedy service affordable prices	ambience	1
771	oh and it is too tiny for families with strollers	ambience	-1
772	add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening	service	1
773	everything about this restaurant was special	anecdotes miscellaneous	1
774	go there on an empty stomach and leave feeling like a baby veal calf ok bad joke but you will see	anecdotes miscellaneous	1
775	everything i had was good and i am a eater	food	1
776	it was horrible	anecdotes miscellaneous	-1
777	it is one the nicest outdoor restaurants i have ever seen in ny i am from italy and this place rivals the ones in my country	ambience	1
778	the spicy tuna and salmon are the best we have ever had	food	1
779	i have tried to make reservations but both times the hostess didn t have my name	service	-1
780	and yes dal bukhara is so dam good and so are all the kababs	food	1
781	we ordered the chicken casserole but what we got were a few small pieces of chicken all dark meat and on the bone	food	-1
782	they do not seem to place an emphasis on specials or fresh ingredients which to me is necessary for good thai	food	-1
783	the garlic mashed potatoes are hands down the best in the city	food	1
784	perhaps	anecdotes miscellaneous	0
785	never fails to please	anecdotes miscellaneous	1
786	as we were sitting eating the subpar food the manager proceeded to berate a couple of his employees for putting out the wrong containers for condiments and explained to them how expensive these containers were	food	-1
787	the sangria was pretty tasty and good on a hot muggy day	food	1
788	while the ambiance and atmosphere were great the food and service could have been a lot better	food	-1
789	good french restaurant in an area devoid of decent restaurants unless you are into eating pound pastrami sandwiches at katz deli or mexican food which is supplied by capable restaurants	anecdotes miscellaneous	1
790	it is somewhere you can eat and be happy	anecdotes miscellaneous	1
791	the restaurant is rather small but we were lucky to get a table quickly	ambience	-1
792	it seems like this is a place the locals like and the people working here liked it too	anecdotes miscellaneous	1
793	the fillings may be unconventional but the dosa batter is definitely authentic and the combinations very tasty	food	1
794	fabulous service fantastic food and a chilled out atmosphere and environment	ambience	1
795	our waiter was fine the place looks nice in that not trying too hard way but at those prices a little more should be expected of your food	service	1
796	their whitefish salad is excellent all whitefish with a little mayo	food	1
797	the waitress seems to be more concerned of looking good than actually waitressing	service	-1
798	i am a lb girl had a glass of wine and a glass of beer prior to the dinner and i was still hungry after my visit to this place	anecdotes miscellaneous	-1
799	again the waitress was awesome	service	1
800	we did notice however that some tables had what looked like pita instead of naan	service	-1
801	we all had the tasting menu and unlike some of the other reviews i felt there was more than enough food	anecdotes miscellaneous	0
802	while the place is not a hotspot hangout the drinks are unique and pack a lot of bang for the buck	food	1
803	food is average and i would say even the chain restaurant baluchi tastes better	food	-1
804	spreads and toppings are great though a bit pricey	food	1
805	i have never been disappointed	anecdotes miscellaneous	1
806	i was pleasantly surprised to find this gem in hoboken	anecdotes miscellaneous	1
807	if your favorite chinese food is general tao chicken then this is not your place	food	-1
808	i have never better enjoyed humble root vegetables or a mushroom consomme and this chef accomplishes without fats	food	1
809	my first time here was with my gf for our month anniversary	anecdotes miscellaneous	0
810	the staff has always been attentive and kind and i have always been amazed at how they ve handled all the various different group sizes that come in	service	1
811	taj mahal offeres gret value and great food	food	1
812	i would highly recommend this place to anyone looking for a casual atmosphere that whisks you away to the left bank of the river seine	anecdotes miscellaneous	1
813	fantastic place	anecdotes miscellaneous	1
814	they wouldnt even let me finish my glass of wine before offering another	service	1
815	the food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you do not like	food	1
816	the menu consisted of standard brassiere food better then places like balthazar etc	food	1
817	service is great takeout is good too	service	1
818	i would just ask for no oil next time	anecdotes miscellaneous	0
819	this place is greatly welcome in the desolate little strip between the prospect expressway and greenwood cemetery a wasteland we like to call the sliv	anecdotes miscellaneous	1
820	while the ambiance and atmosphere were great the food and service could have been a lot better	ambience	1
821	since it literally is a complete hole in the wall it is a bit intimidating at first but you get over that very quickly as soon as the friendly staff welcomes you do not hesitate to ask for help with what to get	service	1
822	fish is so very fresh	food	1
823	i will definetely go back again and again that is for sure	anecdotes miscellaneous	1
824	i have been coming here for years and have nothing but good things to say about the service and the great staff at la lanterna	service	1
825	great food great decor great service	ambience	1
826	this is by far my favorite place in the neighborhood	anecdotes miscellaneous	1
827	i am relatively new to the area and tried pick a bgel on nd and was disappointed with the service and i thought the food was overated and on the pricey side	service	-1
828	highly recommended	anecdotes miscellaneous	1
829	sea has become so popular that they ve let it go to their heads	anecdotes miscellaneous	-1
830	if this happens just ask for real naan	anecdotes miscellaneous	0
831	little tonino is just awesome our favorite delivery place in kennsington honestly the best gnochi i have ever had	food	1
832	good bagels and good cream cheese	food	1
833	it is convenient	anecdotes miscellaneous	1
834	all the pastas are fantastic and the homemade lasagna is some of the best that i have had in the city	food	1
835	i have been back to nha trang literally a hundred times for the beef cubes they are that good	food	1
836	the food here does a great service to the name cantonese that is	food	1
837	the restaurant looks out over beautiful green lawns to the hudson river and the statue of liberty	ambience	1
838	however service was as plain as sesame crusted salmon i had	food	0
839	i am amazed we haven t been kicked out of this place yet	anecdotes miscellaneous	0
840	this place has realy fresh sushi and a nice large menu of japanese classic cuisine	food	1
841	this food is asian air fusion	food	0
842	not the food not the ambiance not the service i agree with the previous reviews you wait and wait the wait staff are very rude and when you get in they are looking to get you right out	service	-1
843	try ordering from the regular menu then you would not regret	food	1
844	go to volare for st class service and terrific food	food	1
845	but nothing stands out about the cooking	food	0
846	not a typical pizza joint but good for a low key and fairly cheap nice sit down dinner	food	1
847	it could have been handled better	anecdotes miscellaneous	-1
848	the production is a symphony alot of fun to experience the food sublime for the most part	anecdotes miscellaneous	1
849	it is a place for people who pay a lot for mediocre food noise and a chance to be with their fellow bridge and tunnel folks	price	-1
850	i definitely will go back	anecdotes miscellaneous	1
851	but the coconut rice was good	food	1
852	that is a problem since we paid about bucks a dish and had to order dishes to get a decent taste	price	-1
853	the food is decent at best and the ambience well it is a matter of opinion some may consider it to be a sweet thing i thought it was just annoying	food	0
854	i do not get it what so special about prune	anecdotes miscellaneous	-1
855	this restaurant is such a great place	anecdotes miscellaneous	1
856	my roommate and i love this place	anecdotes miscellaneous	1
857	i am completely hooked on this place it is ridiculous	anecdotes miscellaneous	1
858	while the place is not a hotspot hangout the drinks are unique and pack a lot of bang for the buck	ambience	-1
859	the staff makes you feel at home the food is great and the atmosphere is wonderful	ambience	1
860	i am happy to have nosh in the neighborhood and the food is very comforting	food	1
861	it is easy to get a table for a large group and you do not get hustled out	service	1
862	they didn t disappoint service from the second i arrived at the door was extremely pleasant and attentive with almost one server per table	service	1
863	also top the meal with a delicious and perfect slice of tiramisu	food	1
864	the entree was bland and small dessert was not inspired	food	-1
865	try their plain pizza with fresh garlic or eggplant	food	1
866	the food drinks and service are clearly among the best in the city	food	1
867	you can do it here	anecdotes miscellaneous	0
868	from the incredible food to the warm atmosphere to the friendly service this downtown neighborhood spot does not miss a beat	service	1
869	overall a disappointing experience for that price category	anecdotes miscellaneous	-1
870	two people in our party felt like something else and volare immediately obliged with two great dishes that were not in their regular menu	food	1
871	have been dozens of times and never failed to enjoy the experience	anecdotes miscellaneous	1
872	open late well as late as i ever got there and i am a night person	anecdotes miscellaneous	1
873	heartland brewery is by far one of the best places in nyc to make new friends and catch up with old ones	anecdotes miscellaneous	1
874	service here was great food was fantastic	food	1
875	i have eaten at pizza gruppo a few times but more often i order delivery	anecdotes miscellaneous	0
876	i was wrong	anecdotes miscellaneous	-1
877	we could not catch our waiter eye and he ignored us	service	-1
878	just awsome	anecdotes miscellaneous	1
879	one would think we d get an apology or complimentary drinks instead we got a snobby waiter wouldn t even take our order for minutes and gave us lip when we asked him to do so	service	-1
880	however it is not worth a special trip	anecdotes miscellaneous	-1
881	and you can not beat the prices	price	1
882	great food great lay out and awesome service	food	1
883	we were worried we would have trouble getting in but somehow managed to have a short wait	anecdotes miscellaneous	1
884	tasty but expensive	food	1
885	mermaid inn is an overall good restaurant with really good seafood	anecdotes miscellaneous	1
886	the characters really make for an enjoyable experience	ambience	1
887	top spot in town for vietnamese classics better than places that cost a lot more	price	1
888	beef noodle soup is good as well	food	1
889	stick to dimsum not super overpriced noodles	food	-1
890	we even had a visit from the manager who wanted to make sure we were enjoying ourselves	service	1
891	the view is spectacular and the food is great	food	1
892	the catch is that you are charged extra for anything that you leave on your plate so do not be a greedy pig	anecdotes miscellaneous	-1
893	i went to pams with my girlfriend and i love it	anecdotes miscellaneous	1
894	downstairs lounge is always a good attraction	ambience	1
895	this place is incredibly tiny	ambience	-1
896	look i dont know if the people who wrote the reviews have ever been to a decent place please try someother places	anecdotes miscellaneous	0
897	the kitchen however is almost always slow	service	-1
898	good atmosphere combination of all the hottest music dress code is relatively strict except on fridays	ambience	1
899	on a recent saturday night i was with a group of at the bread bar	anecdotes miscellaneous	0
900	i had been a regular due to the consistently good food and ease of getting a table	food	1
901	after the main course came we didn t see our waiter for at least minutes	service	-1
902	once for dinner and once for brunch	anecdotes miscellaneous	0
903	went here last night and had a pleasant experience	anecdotes miscellaneous	1
904	i do not think i would go again	anecdotes miscellaneous	-1
905	and that is no mean feat	anecdotes miscellaneous	0
906	black white shakes came out good also	food	1
907	got a little loud after pm when the joint got full	ambience	-1
908	granted the space is smaller than most it is the best service you will find in even the largest of restaurants	service	1
909	taxan delicious	food	1
910	i usually go there later at night when i get off work so i do not have to deal with crowds or lines	anecdotes miscellaneous	0
911	also if you do not want to sit at a certain table you do not have to	anecdotes miscellaneous	0
912	i recently tried suan and i thought that it was great	anecdotes miscellaneous	1
913	i have lived in ny for years and this place has it all	anecdotes miscellaneous	1
914	right off the l in brooklyn this is a nice cozy place with good pizza	ambience	1
915	pizza is terrific as is homemade pasta	food	1
916	great food great prices great service	price	1
917	truly the mark of an attentive waiter	service	1
918	definitely a once a year treat that i look forward to around the holidays	anecdotes miscellaneous	1
919	i would highly recommend this place to everyone for any occasion	anecdotes miscellaneous	1
920	please be aware that it is cash or amex only	anecdotes miscellaneous	0
921	we have lived in chelsea for two years and have never noticed this restaurant	anecdotes miscellaneous	0
922	but still my date was bad	anecdotes miscellaneous	-1
923	they did give a discount at the end was not enough as they knew the service was horrible	service	-1
924	warm and friendly in the winter and terrific outdoor seating in the warmer months	ambience	1
925	boy was i wrong	anecdotes miscellaneous	0
926	if it is just a quick martini at the bar which i recommend jeffery or a mind blowing roast chicken go to village	food	1
927	great service great food	service	1
928	my wife and i will usually only order one primi and one secondi and split them as they tend to offer large portions	anecdotes miscellaneous	1
929	but when you are seated the waitresses are great they explain everything on the menu and the price of the food is really cheap for the service you get	price	1
930	the service was excellent the food was excellent but the entire experience was very cool	food	1
931	they were dry and disgusting i didn t even finish my first piece	food	-1
932	the staff is no nonsense	service	1
933	the place is so cool and the service is prompt and curtious	service	1
934	located at the end of a magnificent block	ambience	1
935	we usually just get some of the dinner specials and they are very reasonably priced and very tasty	price	1
936	they had scrapped the bottom of the vessel in which they make the rice result we had large chunks of burnt rice in our serving bowl	food	-1
937	you will pay a lot for the decore but the food is no better or worse than a lot of other chinese and asian fusion places in ny	food	0
938	for the location the prices are very reasonable	price	1
939	everything is always cooked to perfection the service is excellent the decor cool and understated	service	1
940	with so many poor experiences to be had in the theater district is truly an excellent find	anecdotes miscellaneous	1
941	however i think this place is a good hang out spot	ambience	1
942	you get the sense that the people there care about their restaurant and about your experience and that is very nice	service	1
943	overall not worth the money	price	-1
944	so rushing us out was absolutely unnecessary	anecdotes miscellaneous	-1
945	look elsewhere	anecdotes miscellaneous	-1
946	staffs are not that friendly but the taste covers all	service	-1
947	once you step into cosette you are miraculously in a small off the beaten path parisian bistro	ambience	0
948	what more could you want	anecdotes miscellaneous	1
949	my first time there i happened not to like the crab croquette apt that i ordered and they were happy to change it for me without making no big deal	food	-1
950	aside from the rushed service we were very impressed with the food and the drinks	service	-1
951	after really enjoying ourselves at the bar we sat down at a table and had dinner	anecdotes miscellaneous	1
952	i am going to the mid town location next	anecdotes miscellaneous	0
953	great experience overall	anecdotes miscellaneous	1
954	the vibe is very relaxed and cozy service was great and the food was excellent	service	1
955	and the food was fantastic	food	1
956	we had reservations at pm but was not seated until pm	service	-1
957	i for one will never patronize them again	anecdotes miscellaneous	-1
958	the pizza is yummy and i like the atmoshpere	food	1
959	i was very impressed by this low key upper eastsider and their authentically thai cuisine	ambience	1
960	the main downside to the place is the nazi like guy running it who constantly complains about the noise level	service	-1
