id	text	aspect	polarity
3010	stuffing yourself with japanese food is a rare thing	food	0
3011	anyhow we were able to sit as long as we wanted and chat which was nice	ambience	1
3012	especially liked chicken tikka and the naan and the dals	food	1
3013	the beverages were excellent and the dessert was good	food	1
3014	went for a late weekday lunch	anecdotes miscellaneous	0
3015	we ordered the special grilled branzino that was so infused with bone it was difficult to eat	food	-1
3016	so i thought why not change it up a bit	anecdotes miscellaneous	0
3017	the corned beef and pastrami are excellent much less fatty than those big tourist places around times square	food	1
3018	the food was so so	food	0
3019	plus on wednesday nights the house wine is unlimited	food	1
3020	when i lived upstate for a while i would buy freeze the bagels and they would still be better than any else	food	1
3021	head and shoulders above its neighboors on east st taj mahal is also very comparable in food quality to the much overpraised and underdeserving baluchi	food	1
3022	brick oven gallery is my pick for best pizza restaurant anywhere	anecdotes miscellaneous	1
3023	top spot in town for vietnamese classics better than places that cost a lot more	food	1
3024	they never came back to refill our glasses again	service	-1
3025	we were less than impressed	anecdotes miscellaneous	-1
3026	nice find	anecdotes miscellaneous	1
3027	as we were leaving the couple standing by the door said to another waiter we are not in a hurry	anecdotes miscellaneous	0
3028	the signs the specials menus food and even all the waitstaff are all totally japanese	food	1
3029	the prices were cheap compared to the quality of service and food	price	1
3030	the food as good as ever	food	1
3031	i must warn the reader that the portions sizes are very small especially the appetizers so if you plan to eat until you are full and do not intend to order the chef special tasting menu prepare to order and pay for an appetizer dish for each person because the portions are not for sharing a main entree and the cold udon at the end of the meal	food	-1
3032	i am amazed by the poor reviews i find this place to be standout italian in an area flooded with italian great prices great atmosphere good service and a wonderful wine list	ambience	1
3033	so rude	anecdotes miscellaneous	-1
3034	frites were delicious if a bit on the thick side	food	1
3035	the food there is so good that even to order out the wait is incredible	food	1
3036	for the price you can not eat this well in manhattan	food	1
3037	we split a tasty vegetable samosa and the malai tikka wrap	food	1
3038	we began with the cheese fondue the artisanal blend and added apples and kielbasa to dip	food	0
3039	priced at upper intermediate range	price	-1
3040	the food is fresh delicious and reasonably priced	price	1
3041	my suggestion is to eat family style because you ll want to try the other dishes	food	0
3042	warm comfortable surroundings nice appointments witness the etched glass and brickwork separating the dining rooms	ambience	1
3043	the pizza and wine were excellent the service too but what really made this place was the backyard dining area	ambience	1
3044	if you like your music blasted and the system isnt that great and if you want to pay at least dollar bottle minimun then you ll love it here	price	-1
3045	the waitress was very patient with us and the food is phenomenal	service	1
3046	their sushi kamikaze and other rolls are fresh and well presented	food	1
3047	waiters tend to forget drinks completely food portions are so tiny two people have trouble sharing one entree	service	-1
3048	the takeout is great too since they give high quality tupperware as well	service	1
3049	when family came in he gave them apps to test their palets and then ordered for them	service	0
3050	food and service was okay	service	0
3051	we were looking forward to nice glass of sangria when we arrived	food	1
3052	they outshine hh	anecdotes miscellaneous	1
3053	service is average	service	0
3054	i have had pizza both times and the caprese salad appetizer	anecdotes miscellaneous	0
3055	we were told that the wait was about twenty minutes and there would be no problem for our pm curtain call	anecdotes miscellaneous	0
3056	and kruno the beverage manager is the best bartender i have yet to come across	service	1
3057	the dinner was ok nothing i would have again	food	-1
3058	good selection of wines ranging from affordable to high end	food	1
3059	we had the pot stickers which were great and a tempura dish that was great	food	1
3060	the food was boring and expensive	price	-1
3061	deliveries often take up to an hour and the prices are higher than most other pizzerias in the area	service	-1
3062	and i would have to agree with the masses in terms of service delivery is their achilles heel	service	-1
3063	the food and staff always surprise me with the new heights they are taken to	service	1
3064	the photos of the restaurant in its web site are way better than the real look	ambience	-1
3065	the bread and lamb chops i had before the meal were quite good however	food	1
3066	this place however has a lot less pretension than joya and the thai food is still above average	food	1
3067	you will be satisfied	anecdotes miscellaneous	1
3068	regardless of whether there are two people or two hundred people ahead of you the hostess will take your name and tell you five minutes	service	1
3069	a cool place to hang with your friends for a couple of healthy drinks and desserts	food	1
3070	the counter service is bad	service	-1
3071	i am relatively new to the area and tried pick a bgel on nd and was disappointed with the service and i thought the food was overated and on the pricey side	food	-1
3072	if you want some roast duck pork or chicken on rice with ginger try them out	food	1
3073	we visit at least once a month	anecdotes miscellaneous	0
3074	orsay is a very pleasnt throw back to traditional french food and french service as well	food	1
3075	the blond wood decor is very soothing the premium sake is excellent and the service is great	ambience	1
3076	the thali was small thoroughly unremarkable and	price	-1
3077	should you happen to be impressed by the cuisine definitely try it	food	1
3078	while the new restaurant still features much of the same classical furniture that made tiffin so attractive the menu has been overhauled	anecdotes miscellaneous	0
3079	the signs the specials menus food and even all the waitstaff are all totally japanese	ambience	1
3080	sapphire is the only indian restaurant i go to when i am in nyc	anecdotes miscellaneous	1
3081	the tables are crammed way too close the menu is typical of any italian restaurant and the wine list is simply overpriced	price	-1
3082	i had the black cod with yuzu sauce which was wonderful	food	1
3083	ambience is delightful service impeccable	service	1
3084	after the review i treked into brooklyn	anecdotes miscellaneous	0
3085	the flavors are very fresh and pretty inobtrusive nothing flashy	food	1
3086	this place is always very crowded and popular	ambience	1
3087	for myself and family we would only go here to celebrate an occassion i do prefer smaller quiter restaurants	ambience	0
3088	it is not worth for that bucks	price	-1
3089	with so many good restaurants on the uws i do not need overpriced food absurdly arrogant wait staff who do not recognize they work at a glorified diner clumsy service and management that does not care	service	-1
3090	average to good thai food but terrible delivery	food	1
3091	the fried rice is really good too	food	1
3092	like saying her bread comes from a special bakery when we have seen her buying it dowtown manhathan	food	-1
3093	planet thailand has always been a hit with me i go there usually for the sushi which is great the thai food is excellent too	food	1
3094	this is the only thai place i go too in nyc it is wonderful and live relaxed jazz on certain nights	ambience	1
3095	they didn t give us the dinner special until we asked for it	service	-1
3096	tasty steak pork loin the works	food	1
3097	the food always tastes fresh and served promptly	food	1
3098	the place is sleek modern and playfull and i will return again frequently	ambience	1
3099	i would have gotten some cole slaw and a knish if my stomach had more space	food	1
3100	i had been searching really hard for a restaurant in new york where i could really feel unwanted and ignored and i finally found it	service	-1
3101	this is probably one of my new favorite places	anecdotes miscellaneous	1
3102	seriously this place kicks ass	anecdotes miscellaneous	1
3103	decor leaves something to be desired	ambience	-1
3104	the waitress was very patient with us and the food is phenomenal	food	1
3105	i was here a few weeks back and we had the worst customer service experience at a restaurant ever	anecdotes miscellaneous	-1
3106	my fiance took me to scopa last week for my birthday and i could not believe the food	anecdotes miscellaneous	0
3107	the staff was very attentive the ambience lovely and the food superb	food	1
3108	i really recommend the very simple unda egg rolls	food	1
3109	luckily we saved room for the bbq salmon sea bass and crispy duck	food	1
3110	good dark atmosphere and the music is a nice touch	ambience	1
3111	even though i made the reservation at pm for the same night through dinnerbroker we were seated at a table with one of the best view	anecdotes miscellaneous	1
3112	i will not be coming here at am again	anecdotes miscellaneous	-1
3113	what generous portions	food	1
3114	the environment is romantic but the food is horrible the service is pathetic and gabriella lies about everything she could	service	-1
3115	the chicken pot pie is excpetiona the cheeseburger huge and delictable and the service professional wan warm	food	1
3116	my entree of hot pot with seafood was full of imitation crabmeat with a couple pieces of shrimp and squid and was unnecessarily heated with a burner	food	-1
3117	took my mom for mother day and the maitre d was pretty rude	anecdotes miscellaneous	-1
3118	decor is charming	ambience	1
3119	ingredients are organic which is a real plus for me	food	1
3120	the buffet had a nice selection	food	1
3121	great indian food and the service is incredible	food	1
3122	the eggplant parmesan is also great and my friend who grew up in manhattan claims that no one serves a better baked ziti with meatsauce	anecdotes miscellaneous	1
3123	the only thing more wonderful than the food which is exceptional is the service	service	1
3124	instead ordered an ice cold beer which to me works with indian	anecdotes miscellaneous	0
3125	over different choices to create your own	food	1
3126	service friendly and attentive	service	1
3127	we will not go to this place again for a good meal	food	-1
3128	my goodness everything from the fish to the rice to the seaweed was absolutely amazing	food	1
3129	i grew up on these bagels	anecdotes miscellaneous	1
3130	best dish is nori wrapped tuna	food	1
3131	ballato is consistently delicious authentic italian food	food	1
3132	these innovators of french indian fusion do a great job of making dishes as interesting as possible while still being accessible	food	1
3133	a little crowded but they move that line really fast	service	1
3134	great food great lay out and awesome service	ambience	1
3135	friendly and informative staff very attentive and prompt raw bar service	service	1
3136	the soup is pretty good too	food	1
3137	i think the restaurant was too loud when full to be romantic	ambience	-1
3138	i will go back to suan soon	anecdotes miscellaneous	1
3139	ambiance is barely romantic but management tries	ambience	-1
3140	the quality of food at this restaurant accompanied by fantastic live jazz makes this place a perfect	food	1
3141	the sauce on the pizza is sooo good with garlic and fresh tomatoes and they do not skimp	food	1
3142	waitstaff is great very attentive	service	1
3143	unlike hh up the block this place actually gives you hearty and hot bagels this town is known for	food	1
3144	i have known about this secret for the last years emilio the godfather has continued to serve food and wine for the gods at mortal prices	food	1
3145	cute place nice wait staff but would never go there again	ambience	1
3146	the place was quiet and delightful	ambience	1
3147	what came to our table was burned beyond recognition and stringy	food	-1
3148	they sell special sushi everything have a topping sauce and etc	food	1
3149	fabulous service fantastic food and a chilled out atmosphere and environment	food	1
3150	the decor is dark cool and soothing while the food presentation is spectacular considering the low prices	ambience	1
3151	our last time there a few weeks ago was early at pm and it was very crowded and noisy	ambience	-1
3152	we went here for lunch a couple of weeks ago on a saturday and i was thoroughly impressed with the food	food	1
3153	great selection of wine and seafood	food	1
3154	i have lived in nyc all my life and had never before seen so many waterbugs in one place except in a really bad dream	anecdotes miscellaneous	0
3155	sometimes i get good food and ok service	food	1
3156	everything is excellent the menu is quite extensive and you eat with a view on both sides of the city	ambience	1
3157	however i do not understand the extraordinary hype about this restaurant	anecdotes miscellaneous	-1
3158	two people in our party felt like something else and volare immediately obliged with two great dishes that were not in their regular menu	service	1
3159	there was a great deal for blue point oysters and a beer or glass of wine for	price	1
3160	ou must try this restaurant	anecdotes miscellaneous	1
3161	and there is much tasty food all of it fresh and continually refilled	price	1
3162	but they do not have a toaster which is strange	service	-1
3163	i know this is the case in many nyc eateries but here they really cram you in to the point where it is borderline uncomfortable	ambience	-1
3164	even though its good seafood the prices are too high	price	-1
3165	and it was quick which is very important	service	1
3166	this is some really good inexpensive sushi	price	1
3167	the staff was very attentive the ambience lovely and the food superb	service	1
3168	service has always been friendly and efficient	service	1
3169	when i saw that their website had a link to da ciro in napoli i knew there was going to be good pizza	anecdotes miscellaneous	1
3170	the food was amazing the service was so attentive and personable and how about that ambience	service	1
3171	the bread is the soft paratha bread unlike the plain bread they use in calcutta and the stuffing is tandoori styled and very flavorful	food	1
3172	you will pay a lot for the decore but the food is no better or worse than a lot of other chinese and asian fusion places in ny	price	-1
3173	the food was good too	food	1
3174	tuk tuk is one of those comfortable neighborhood joints where you know you will always have a good meal at a fair price	ambience	1
3175	we ate at this thai place following the reviews but very unhappy with the foods	anecdotes miscellaneous	-1
3176	wouldn t recomend it for dinner	anecdotes miscellaneous	-1
3177	the exotic food is beautifully presented and is a delight in delicious combinations	food	1
3178	no free drink	price	-1
3179	the first time i went and was completely taken by the live jazz band and atmosphere i ordered the lobster cobb salad	food	0
3180	because of the delicate thin crust take out pies get soggy in their boxes	food	-1
3181	and we were thouroughly disapointed	anecdotes miscellaneous	-1
3182	for glasses of champagne not too expensive bottle of wine and after dinner drinks	price	-1
3183	where gabriela personaly greets you and recommends you what to eat	service	1
3184	i would not have been so disappointed with the portions if the qualities were good enough to make up for it but they were not	food	-1
3185	but i just would like to say i read the reviews people left and thats why i checked it out	anecdotes miscellaneous	0
3186	this tiny restaurant is as cozy as it gets with that certain parisian flair	ambience	0
3187	good for casual dinner with jeans and sneakers	anecdotes miscellaneous	1
3188	if you do not mind pre sliced low quality fish unfriendly staff and a sushi chef that looks like he is miserable then this is your place	food	-1
3189	the staff is also attentive and friendly	service	1
3190	the food is prepared quickly and efficiently	food	1
3191	there is nothing more pleasant than that	anecdotes miscellaneous	1
3192	i had the tuna tartare with sake mushroom ravioli with pinot noir and the chocolate sampler with a dessert wine for	price	1
3193	its a great place for a casual date or to entertain clients for lunch	anecdotes miscellaneous	1
3194	outstanding bagels but you get what you pay for	price	-1
3195	the service is good and the resturant is clean	service	1
3196	however if you want great food at a great price and do not mind the decor you can not beat this place	ambience	-1
3197	not what i wanted to hear	anecdotes miscellaneous	-1
3198	the ambience is authentic and relaxing and we have always received attentive and prompt service	service	1
3199	i recommend the meatballs and caprese salad and the beans on toast were a wonderful start to the meal	food	1
3200	the owners and employees are friendly and their pizza is fantastic	food	1
3201	we always go there on the weekends and leave extremely full and satisfied	anecdotes miscellaneous	1
3202	this is a nice restaurant if you are looking for a good place to host an intimate dinner meeting with business associates	anecdotes miscellaneous	1
3203	i also ordered for delivery and the restaurant forgot half the order	service	-1
3204	authentic bistro	anecdotes miscellaneous	1
3205	had we been stalling i could understand where they were coming from but we had been there less than an hour and they hadn t even brought us a check yet	service	-1
3206	the owner is very friendly and a great guy go try his pizza you ll like it	food	1
3207	now at the top of our list del frisco steakhouse	anecdotes miscellaneous	1
3208	service is extraordinary yet not overbearing and the decor brings a taste of trendy soho into queens	ambience	1
3209	excellent experience	anecdotes miscellaneous	1
3210	great for large groups and celebrations our super happy waiter was the entertainment of the evening	service	1
3211	this little place has a cute interior decor and affordable city prices	ambience	1
3212	but the pizza is way to expensive	price	-1
3213	in fact while leaving the place we saw two people looking at the menu and i could not help telling them that the food was horrible	food	-1
3214	we have lived in the area for more than years	anecdotes miscellaneous	0
3215	very good breads as well	food	1
3216	when we sat we got great and fast service	service	1
3217	be careful before you request extra spice	food	0
3218	had a late night dinner on a saturday night	anecdotes miscellaneous	0
3219	from the incredible food to the warm atmosphere to the friendly service this downtown neighborhood spot does not miss a beat	food	1
3220	just an odd group	anecdotes miscellaneous	0
3221	its a go to for dates as well as entertaining out of town guests	ambience	1
3222	the service was excellent the food was excellent but the entire experience was very cool	service	1
3223	consequently their burgers fell apart in their hands and made such a mess that they did nt feel like finishing them	food	-1
3224	i had a terrific meal and our server guided us toward a very nice wine in our price range instead of allowing us to purchase a similarly priced wine that was not as good	service	1
3225	i have been many time and have never been disappointed	anecdotes miscellaneous	1
3226	not only is the cuisine the best around the service has always been attentive and charming	food	1
3227	it is simply amazing	anecdotes miscellaneous	1
3228	they bring service up a notch by offerng complementary amuse bouche to all tables and gave us a small dessert for our celebration	service	1
3229	my husband and i thougt it would be great to go to the jekyll and hyde pub for our anniversary and to our surprise it was fantastic	anecdotes miscellaneous	1
3230	we generally like good restaurants and eat out often but kai was way to expensive for what we got	price	-1
3231	i found the food to be outstanding particulary the salmon dish i had	food	1
3232	while this can hardly be called a restaurant it is possibly the best deal in manhatten for a plate heaped with rice and entrees	ambience	-1
3233	terrible experience	anecdotes miscellaneous	-1
3234	the food is amazing	food	1
3235	the food is o k but not any better than what you get at a good neighborhood restaurant	food	0
3236	i was there on sat	anecdotes miscellaneous	0
3237	i could have drank glasses of water and still been parched so watch out	food	-1
3238	my fiance took me to scopa last week for my birthday and i could not believe the food	food	1
3239	the restuarant itself is not large but seems to have several round tables to accomodate large groups hoping to save a buck to eat authentic taiwanese	price	1
3240	the steak is good the fish is good and the sushi was surprisingly great	food	1
3241	the bagels are also reasonably priced for nyc	price	1
3242	the food is great and reasonably priced	price	1
3243	this is the cheers of new york whether you ve ever been there or not	anecdotes miscellaneous	0
3244	not impressed with the food	food	-1
3245	i do not know who they think they are but they have no respect for the residents of the neighborhood ever since they opened their cabaret next door and blasts loud music till three in the morning every weekend during the summer	ambience	-1
3246	try the tandoori salmon	food	1
3247	it is the only place you can get yummy authentic japanese comfort food	food	1
3248	everything at sala thai is tasty and well portioned	food	1
3249	heartland brewery is a great way to start or finish your day	anecdotes miscellaneous	1
3250	it is called gnochi alla nona and is found under chef specials	food	0
3251	slightly above average wines start at with only one selection listed at	food	-1
3252	this place is really trendi but they have forgotten about the most important part of a restaurant the food	anecdotes miscellaneous	1
3253	delicious bagels especially when right out of the oven	food	1
3254	this is the best shabu shabu restaurant in the try state area	food	1
3255	the food is so cheap and the waiters are nice	price	1
3256	awsome pizza especially the margheritta slice	food	1
3257	the service is fantastic	service	1
3258	this is the jackel and hideof the restaurants on the ues	anecdotes miscellaneous	0
3259	a big disappointment all around	anecdotes miscellaneous	-1
3260	they have it all great price food and service	price	1
3261	would recommend perfect for those looking for a place close to grand central	anecdotes miscellaneous	1
3262	besides when you have bad service that is less money you have to tip	service	-1
3263	they even scoop it out nice for those on a diet not too much not to little	service	1
3264	i am bringing my whole family back next time	anecdotes miscellaneous	1
3265	my friend food was also the complete opposite of what it is supposed to taste like and look like	food	-1
3266	the hot dogs were cold in the middle and the buns were stale	food	-1
3267	this is definitely a place that provides the best experience though to both a listers and people walking in off the street	anecdotes miscellaneous	1
3268	the banana tower is an amazing dessert as well	food	1
3269	i have been here twice now	anecdotes miscellaneous	0
3270	i didn t take a look at the rest menu but the oysters were fantastic	food	1
3271	the drinks are amazing and half off till pm	food	1
3272	i have to say that i am pleasantly suprised and i will most likely stop in again if i am in the neighborhood	anecdotes miscellaneous	1
3273	but for whatever reason prices are about twice as high	price	-1
3274	the svc can be a bit rude at times esp if you have big group but overall the restaurant is a must	anecdotes miscellaneous	1
3275	right off the l in brooklyn this is a nice cozy place with good pizza	food	1
3276	i almost hesititate to write a review because the atmosphere was so great and i would hate for it too become to crowded	ambience	1
3277	now if they could only get a toaster	anecdotes miscellaneous	-1
3278	the spicy tuna roll is huge and probably the best that i have had at this price range	food	1
3279	the blond wood decor is very soothing the premium sake is excellent and the service is great	service	1
3280	both are very reasonably priced around for dinner and for lunch and are delicious and filling	food	1
3281	the fish was not fresh and the rice tasted old and stale	food	-1
3282	try the sea bass	food	1
3283	the tables are crammed way too close the menu is typical of any italian restaurant and the wine list is simply overpriced	ambience	-1
3284	it is only for a regular slice and for a slice with a mushroom not mushrooms	price	1
3285	we ended our great experience by having gulab jamun dessert recommended by the waiter	food	1
3286	a bit breezy up there on the mezzanine from the wind coming from the tracks	anecdotes miscellaneous	0
3287	guess the soul ads didn t launch her big modeling career	anecdotes miscellaneous	0
3288	best of all is the warm vibe the owner is super friendly and service is fast	service	1
3289	the staff is courteous and friendly	service	1
3290	the food was delicious and the waiter was incredibly helpful and attentive considering we were the only ones there for the first hour	service	1
3291	if only they delivered they d make a mint	anecdotes miscellaneous	1
3292	ive been here a bunch of times now and the service is always outstanding	service	1
3293	i found it on a cold night the perfect spot to warm up	ambience	1
3294	it is what modern cuisine is all about	anecdotes miscellaneous	1
3295	the atmosphere is unheralded the service impecible and the food magnificant	service	1
3296	always great service	service	1
3297	if i wanted to deal with a crappy scene and annoying customers i d go out in manhattan	anecdotes miscellaneous	-1
3298	delicious food at a great price but do not go here on a cold day and sit by the front door	price	1
3299	only drawback they will not toast your bagel and they do not make eggs for the bagel	service	-1
3300	the wait staff is very freindly they make it feel like you are eating in a freindly little european town	service	1
3301	one less manhattanite the better	anecdotes miscellaneous	0
3302	turned out there was full service upstairs and sat down	anecdotes miscellaneous	0
3303	i have been there three times and have always had wonderful experiences	anecdotes miscellaneous	1
3304	rosario is without a doubt one of the greatest pizzerias in existence	anecdotes miscellaneous	1
3305	the sushi has been from average to below average the wait service has always been sub par the atmosphere goes from nice to really irritating if you sit in the area beyond the kitchen the acousitcs are horrid everything echoes is extremely loud	service	-1
3306	the food looked very appetizing and delicious since it came on a variety of fancy plates	food	1
3307	do not waste money on decor	ambience	1
3308	saul is the best restaurant on smith street and in brooklyn	anecdotes miscellaneous	1
3309	the food was very well prepared	food	1
3310	the restaurant is dark and not very attractive and then you have spot lights shining on you putting you in the worst light possible reaching for sunglasses	ambience	-1
3311	we actually gave tip which we have never done despite mediocre food and service because we felt totally ripped off	food	0
3312	i asked for them spicy and they were delicious	food	1
3313	what i didn t like was how the food came right after it was ordered	food	-1
3314	my son and his girlfriend both wanted cheeseburgers and they were huge	food	1
3315	this is the best thing in soho	anecdotes miscellaneous	1
3316	the rice to fish ration was also good they didn t try to overpack the rice	food	1
3317	i ll be back soon	anecdotes miscellaneous	1
3318	never in my life did i think that i could be satisfied both in taste and in quantity for in nyc	food	1
3319	all in all i do not see how you can go wrong	anecdotes miscellaneous	1
3320	most importantly food is excellent	food	1
3321	for filets sides an appetizer and drinks	price	0
3322	the burger was great also	food	1
3323	similar to other indian restaurants they use the dinner special to attract customers at the door	anecdotes miscellaneous	0
3324	delicious food at a great price but do not go here on a cold day and sit by the front door	food	1
3325	they do cater to american palates but if you like it hot let them know and they are more than willing to oblige	food	1
3326	visited there while on vacation and reading the reviews	anecdotes miscellaneous	0
3327	what more can you ask for	anecdotes miscellaneous	1
3328	i had the mango chicken and i can not go on to tell you how delicious that was and the presentation was beatiful	food	1
3329	appetizers are somewhere around each and the main dishes are between and	price	0
3330	other than being a little crowded and a bit overpriced the atmosphere is filled with energy and the beautiful people of course and the food was surprising good	food	1
3331	this restaurant is a wonderful place to go many times and it is reasonably priced	anecdotes miscellaneous	1
3332	the whole set up is truly unprofessional and i wish cafe noir would get some good staff because despite the current one this is a great place	service	-1
3333	we were seated and ignored by waitstaff	service	-1
3334	there are other people waiting	service	0
3335	this place however has a lot less pretension than joya and the thai food is still above average	ambience	1
3336	i go at least times a month and have never been disappointed	anecdotes miscellaneous	1
3337	as a japanese native i have lived in the tristate area for over years but i was just so amazed at this place	anecdotes miscellaneous	1
3338	very romantic fires i have literally spent hours at lanterna drinking wine from their extensive wine and enjoying the ambience	food	1
3339	the specials are usually quite good too	food	1
3340	i care more about the food and ambience	ambience	0
3341	the food is reliable and the price is moderate	food	1
3342	the food inludes famous scrumptious bombay style chaat such as bhelpuri sevpuri and samosa chaats as well as other great indian appetizers	food	1
3343	our tiny table for two dinner plates hung over edge was right in the middle of one of the lanes of waiter traffic	ambience	-1
3344	bagels are ok but be sure not to make any special requests	food	0
3345	i try my best to give an accurate description of any establishment visited	anecdotes miscellaneous	0
3346	there is also very limited seating and there can be a substantial wait in getting food at peak times	service	-1
3347	minutes for our reservation but it gave us time to have a few cocktails and enjoy our surroundings and each other	anecdotes miscellaneous	1
3348	haru serves very fresh fish has a trendy modern ambiance prime location on park avenue south and friendly service	ambience	1
3349	this place is great	anecdotes miscellaneous	1
3350	otherwise good stuff for late nite eats	food	1
3351	also the place is popular with families so if you are bothered by children running loose like wild animals come later at night to avoid them	ambience	0
3352	if that is a problem go to mcdonald and destroy your insides	anecdotes miscellaneous	-1
3353	and i could do without the cigar smoke	ambience	-1
3354	the pizza is delicious and the proprietor is one of the nicest in nyc	service	1
3355	this place was not all that	anecdotes miscellaneous	-1
3356	the food is outstanding and the service is quick friendly and very professional	service	1
3357	the prices can not be beat for the quality quantity freshness and taste	price	1
3358	they are are better taiwanese restaurants and they are located in flushing queens	anecdotes miscellaneous	0
3359	needless to say i am never going back and you should be wary too	anecdotes miscellaneous	-1
3360	haru serves very fresh fish has a trendy modern ambiance prime location on park avenue south and friendly service	food	1
3361	if you are not familiar with the cuisine you may encounter problems ordering here and be sure to bring plenty of cash with you as they do not accept credit cards	anecdotes miscellaneous	-1
3362	we had a great tiem watching the shows and characters and ar food was just what we were looking for	food	1
3363	i was not thrilled to have to wait on line for thirty minutes but i guess that is the price you pay for a popular place	anecdotes miscellaneous	0
3364	i would go back tho	anecdotes miscellaneous	1
3365	there was a small group of us looking somewhere to eat kinda late on a weeknight and we ended up at pastis	anecdotes miscellaneous	0
3366	we were seated at the sushi bar in front of yasuda	anecdotes miscellaneous	0
3367	the place was not too hard to find but it was kind of packed as soon as my boyfriend and i got our food the line reached the door	anecdotes miscellaneous	0
3368	note that they do not serve beer you must bring your own	service	-1
3369	i do suggest to ask to be seated upstairs if you are looking to be a little cozy	ambience	1
3370	it can be a very fun experience with a group and kids and over would love it	ambience	1
3371	the staff was accomodating the food was absolutely delicious and the place is lovely	service	1
3372	they are often crowded on the weekends but they are efficient and accurate with their service	ambience	-1
3373	there is not a single place in chinatown where you have a nice neighborhood feeling like here	ambience	1
3374	still try it once since if you end up loving the food it could be one of your best dining experiences	anecdotes miscellaneous	1
3375	beautiful experience	anecdotes miscellaneous	1
3376	while the entree range is not overly expensive in new york city there is definitely better food in that range and so sapphire despite it is lovely atmosphere will most likely not be a restaurant to which i will return	food	-1
3377	we were a group of and well seved	service	1
3378	great service great food	food	1
3379	quality ingredients preparation all around and a very fair price for nyc	price	1
3380	the food was below average the service was pathetic there was no ambience at all	food	-1
3381	ive been to many thai restaurants in manhattan before and toons is by far the best thai food ive had except for my mom of course	food	1
3382	the second you walk through the heavy vault like door with people anticipating your arrival you get the sense that you are going to have the dining ride of a lifetime	ambience	1
3383	the waitstaff were attentive polite and helpful an impressive feat in such close quarters	service	1
3384	they might be all business at the counter when you give your order but their food says i love you	food	1
3385	the wine selection by the glass and bottle is wonderful and i always recommend that friends make a reservation if they are going to be in town	food	1
3386	this was my frist time at cafe st bart and i must say how delicous the food and the service was	service	1
3387	we do not need to go to a four star restaurant anymore	anecdotes miscellaneous	0
3388	the restaurant is rather small but we were lucky to get a table quickly	service	1
3389	incredibly poor service an food quality at exorbitant prices	food	-1
3390	three page wine menu one page entree and horedevous	food	1
3391	where tanks in other chinatown restaurants display a lurking myriad of sad looking marine life in their murky waters the tanks at ping are clear as glass with healthy looking creatures who do not yet know that they will be part of some dim sum lover brunch	food	1
3392	the food is awesome definitely try the striped bass	food	1
3393	after we got our sashimi order i could not believe how small the portions were	food	-1
3394	the sushi was awful	food	-1
3395	we love th pink pony	anecdotes miscellaneous	1
3396	we have never had any problems with the staff but maybe we have been lucky	service	1
3397	my host asked for appetizers for the group and the waiter gave us not only what we ordered but some other items that were not ordered	service	0
3398	definitely a neighborhood favorite	anecdotes miscellaneous	1
3399	it hits the spot every time	anecdotes miscellaneous	1
3400	the sake menu should not be overlooked	food	1
3401	best drumsticks over rice and sour spicy soup in town	food	1
3402	we were pleasantly greeted	service	1
3403	the waitresses are nice also you can just get counter service sit	service	1
3404	we saw them heating up at least one frozen item though i am not sure which dim sum dish it was	food	-1
3405	made my dining experience uncomfortable	anecdotes miscellaneous	-1
3406	they have it all great price food and service	service	1
3407	service was prompt and courteous	service	1
3408	it is true you feel like your in a scene from goodfellas	ambience	0
3409	sake collection was excellent try nanbu bijin but pricy	food	1
3410	i will be going back very soon	anecdotes miscellaneous	1
3411	bottles of wine are cheap and good	price	1
3412	read all the other review they ll confirm it	anecdotes miscellaneous	0
3413	walk ins are risky too	anecdotes miscellaneous	-1
3414	i came to this restaurant expecting to be surprised but left bored and overcharged	price	-1
3415	we had a great time at the jekyll and hyde pub last night	anecdotes miscellaneous	1
3416	try everything for that matter it is all good	food	1
3417	what is even better is that the prices are very affordable as well and the food is really good	food	1
3418	and affordable	price	1
3419	i ate here for the first time and absolutely loved it	anecdotes miscellaneous	1
3420	to finish off such a delightful dinner experience you must have dessert especially the white chocolate bread pudding with gelato and hot chocolate	food	1
3421	you get what you pay for and with that logic in mind spice is a great place to grab some cheap eats and drinks in a beautiful setting	ambience	1
3422	i could not reccommend their godmother pizza any higher	food	1
3423	the prices can not be beat for the quality quantity freshness and taste	food	1
3424	i dont how this place is still running	anecdotes miscellaneous	-1
3425	the blond wood decor is very soothing the premium sake is excellent and the service is great	food	1
3426	we could only get through an appetizer and cheese fondue	food	0
3427	if you venture off the island of manhattan and can not seem to find a great italian restaurant drive to corona	anecdotes miscellaneous	0
3428	if you are looking for a good quality cheap eats this is the place	price	1
3429	love yuka	anecdotes miscellaneous	1
3430	the service was bad the food took to forever to come we sat on the upper level	service	-1
3431	great food great prices great service	service	1
3432	and i have eaten my share which impresses me for having such a large amount of people to serve	service	1
3433	gets you unlimited sushi of a very high quality i even took a friend here from japan who said it was one of the best sushi places in the us that he has been to	food	1
3434	i do not know about you guys but when i go somewhere to eat i go for the food not for the atmosphere	anecdotes miscellaneous	0
3435	keep up the good work	anecdotes miscellaneous	1
3436	ruby foo is a tourist trap	anecdotes miscellaneous	-1
3437	excellent lunch buffet for only	food	1
3438	please do not fool us	anecdotes miscellaneous	-1
3439	even if the food was not this good the garden is a great place to sit outside and relax	food	1
